mood_label,mood_matrix,mood_vector,tweet_text
3142,"[[[0.10123457 0.33622222 0.36766667 0.4       ]
  [0.16194053 0.6957037  0.5452963  0.67237037]
  [0.0345679  0.16888889 0.19366667 0.19455556]
  [0.10726557 0.40533333 0.44938889 0.49433333]
  [0.17305164 0.73853704 0.54390741 0.69887037]
  [0.10123457 0.33622222 0.36766667 0.4       ]
  [0.11590755 0.50927778 0.43783333 0.55538889]
  [0.20479767 0.6852037  0.48561111 0.63709259]]]","[0.10123457 0.33622222 0.36766667 0.4        0.16194053 0.6957037
 0.5452963  0.67237037 0.0345679  0.16888889 0.19366667 0.19455556
 0.10726557 0.40533333 0.44938889 0.49433333 0.17305164 0.73853704
 0.54390741 0.69887037 0.10123457 0.33622222 0.36766667 0.4
 0.11590755 0.50927778 0.43783333 0.55538889 0.20479767 0.6852037
 0.48561111 0.63709259]",think reason watch fox friend honest manpray product day give god thank gave abil succeed thankgreat job mr trump lot great idea look forward hear god bless 03 23 2015 11 25 32 6 33 fals 579967210640261121 twitter android enjoy think facevote presidenttrumptreat night trump tower chicago say wow know look guesttrumpforpresid hell ye vote heartbeatsuccess final failur fatal courag continu count winston churchilentrepreneur let action show best see day opportun show busi highest levelvote
3150,"[[[0.      0.      0.      0.     ]
  [0.175   0.10445 0.05575 0.07165]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.05    0.05    0.02595 0.03365]
  [0.05    0.0323  0.00685 0.01455]
  [0.175   0.128   0.1432  0.1796 ]
  [0.1     0.1014  0.0594  0.11355]]]","[0.      0.      0.      0.      0.175   0.10445 0.05575 0.07165 0.
 0.      0.      0.      0.      0.      0.      0.      0.05    0.05
 0.02595 0.03365 0.05    0.0323  0.00685 0.01455 0.175   0.128   0.1432
 0.1796  0.1     0.1014  0.0594  0.11355]",would great presid need repres protect america interest worldwiddonald j trump presidenti exploratori committeapril autism awar month join rais awar get light blue sign liubwoohoo unit state america presid trump like sound trump2016trump2016 jobsmattrun 4 presid need busi mind make america greattrumpi realli love irishmc cullough ireland ya know wee man one best worldentrepreneur win daili live care everi day everi momentp ivori trump fan even though live outsid u like read see take bs truerun donald runneed presid get america back track get thing done presidseem nicetrump nation golf club bedminst new jersey cours design tom fazio amp 16 acr practic facilcelebr apprentic great got right seri big fan greatsound realli presidenti 2016 cant come soon enough know wincant waitfavorit part week listen monday morn morningsarebetterwithfriend 03 16 2015 10 57 44 8 25 fals 577423496285933568 twitter android 7 00 03 16 2015 10 46 59 26 59 fals 577420791475789824 twitter android back nyc huge week meet partner stay highli recommendbeauti sunset lighthous ailsa craigye sir wish presid decis power lead countri back great
3151,"[[[0.13055856 0.43991667 0.449375   0.53716667]
  [0.17941619 0.64904167 0.51502778 0.64633333]
  [0.01759259 0.00683333 0.14875    0.10083333]
  [0.01759259 0.00683333 0.14875    0.10083333]
  [0.187019   0.6635     0.50275    0.651625  ]
  [0.12887506 0.52925    0.46408333 0.58758333]
  [0.18374519 0.622625   0.52779167 0.68691667]
  [0.15520082 0.64491667 0.51979167 0.65516667]]]","[0.13055856 0.43991667 0.449375   0.53716667 0.17941619 0.64904167
 0.51502778 0.64633333 0.01759259 0.00683333 0.14875    0.10083333
 0.01759259 0.00683333 0.14875    0.10083333 0.187019   0.6635
 0.50275    0.651625   0.12887506 0.52925    0.46408333 0.58758333
 0.18374519 0.622625   0.52779167 0.68691667 0.15520082 0.64491667
 0.51979167 0.65516667]",smuggler vote trumpforpresid trump2016rocki right would vote presidmuch miss celeb apprentic need real presid vote love see gdnimed trump 2016 nice ring vote pleas runtrumpforpresid hell ye vote heartbeattrump2016 got vote make happennever vote run presid votethought becom presid unit state thing give hope countri futur 03 18 2015 13 48 09 25 77 fals 578191159912214528 twitter android mark vote greatagre votedonald trump run presid 2016 certainli vote need get countri turn aroundenjoy see presid trump love ring think teamtrump16 year old young man impress abl put art deal great book
3152,"[[[0.02037037 0.01277778 0.05977778 0.01955556]
  [0.19722222 0.51244444 0.34996296 0.46347222]
  [0.03888889 0.02072222 0.10661111 0.03472222]
  [0.02962963 0.01622222 0.09555556 0.04261111]
  [0.26666667 0.62177778 0.34699074 0.49397222]
  [0.02962963 0.01622222 0.09555556 0.04261111]
  [0.23024691 0.42563889 0.41277778 0.47975   ]
  [0.18734568 0.50277778 0.30180556 0.43755556]]]","[0.02037037 0.01277778 0.05977778 0.01955556 0.19722222 0.51244444
 0.34996296 0.46347222 0.03888889 0.02072222 0.10661111 0.03472222
 0.02962963 0.01622222 0.09555556 0.04261111 0.26666667 0.62177778
 0.34699074 0.49397222 0.02962963 0.01622222 0.09555556 0.04261111
 0.23024691 0.42563889 0.41277778 0.47975    0.18734568 0.50277778
 0.30180556 0.43755556]",trump int l hotel amp tower new york perfect manhattan locat amp signatur restaurlove trump famili done much nyc lucki part get benefit goodfamilicountri need mr trump would undoubtedli right thing make usa respectdonaldtrump need run win true patriot countri best interest heart 01 15 09 51 158 fals 578364048678477824 twitter android pleas run presid make america great american work hard lose countritrump nation golf club washington c locat 600 acr front potomac river spectacularcorey lewandowski senior polit advis mr trump vision leadership skill bring countri back greatlove unit state america let anoth bush clinton offic run donald trump run 03 18 2015 14 12 30 48 89 fals 578197286662103040 twitter android rather see presid republican least think senspleas run amp save countriirish love trumpentrepreneur see organ pay attent everi facet life strong weak missentrepreneur success good success signific even better make work countdiscourag come busi would suggest expect problem keep move forwardc pac speech 2015 present clear straight forward made easi understand wt prob usp ivori person aliv could clean mess obama left us truetip stay motiv keep focus goal think daili amp lose momentumstart busi import aspect find work love passiongreat candid presid h ope heart u run countri need ucelebrityapprentic follow children proud realli admir
3160,"[[[0.10777778 0.11993333 0.2186     0.1864    ]
  [0.17444444 0.44583333 0.257      0.35973333]
  [0.06888889 0.05003333 0.1141     0.08843333]
  [0.14111111 0.16593333 0.26523333 0.23096667]
  [0.08555556 0.30093333 0.1652     0.231     ]
  [0.04666667 0.05553333 0.09373333 0.07193333]
  [0.26555555 0.5596     0.5286     0.63833333]
  [0.11       0.37653333 0.17206667 0.30886667]]]","[0.10777778 0.11993333 0.2186     0.1864     0.17444444 0.44583333
 0.257      0.35973333 0.06888889 0.05003333 0.1141     0.08843333
 0.14111111 0.16593333 0.26523333 0.23096667 0.08555556 0.30093333
 0.1652     0.231      0.04666667 0.05553333 0.09373333 0.07193333
 0.26555555 0.5596     0.5286     0.63833333 0.11       0.37653333
 0.17206667 0.30886667]",boy pharrel amp robin thick get screw marvin gay song sound noth like get new lawyer fastwow littl mac miller almost 100 million view song donald trump keep push mac come anoth hitwatch listen learn know anyon think destin mediocr donald trumptrump intern hotel washington c one world top luxuri hotelproblem u leadership knowledg abil negoti see futur everi nation beat usye ye ye trump presid 03 12 2015 04 50 02 7 40 fals 575881412378673152 twitter android white hous wait move mr trumptrump good canid non politician non insid bring transpaenc backentrepreneur stubborn big part winner never giveentrepreneur stubborn big part winner never givemr trump watch weekend next father son golf outing blue monster look greatpleas announc run presid soon need hope futurtime throw hat ring mr trump current liar repeat overzeal tea partier gov blahamerica need right need bad ass presid trust know leadpga grand slam golf heldannounc today 33rd pga grand slam golf held oct2015
3161,"[[[0.         0.         0.         0.        ]
  [0.19230769 0.09161538 0.06109615 0.08236538]
  [0.01282051 0.01569231 0.01411538 0.014     ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.23076923 0.14769231 0.16523077 0.20723077]
  [0.06410256 0.05248077 0.03651923 0.04971154]]]","[0.         0.         0.         0.         0.19230769 0.09161538
 0.06109615 0.08236538 0.01282051 0.01569231 0.01411538 0.014
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.23076923 0.14769231 0.16523077 0.20723077 0.06410256 0.05248077
 0.03651923 0.04971154]",via take serious tcot ccot interest checkneed presid true thankentrepreneur guarante readi sure beat taken surpris know everythentrepreneur standard want known identifi standard amp establish simpl easi focuentrepreneur win attitud put thing perspect keep neg thought amp peopl belong big picturomg presid pleassay mani year phoni negoti u nuclear iran take iraq realli sadgoin wait run countri need never need leadershipanyth america desper need trump runwait play april tee time alreadi book thank anoth great coursr l usa would win presidenti debat trump presidone gut enough talk real issu counttrump would shape debat dialogu way one els couldlook forward welcom event greater longbeach area meetinlbgreat hotel stay twicesay want apprentic career saver mani peopl absoluteiconentrepreneur ego acknowledg healthi choic noth wrong bring talent surfacone guy intellect ball know fix countri donald trump 2016dave see everi day whiteston wait play round cgx airmaxget readi trumpferrypoint tee sheet open today 10am est websit april 1st 30thson eric awesomawesomgorgeou amaz tast donaldtrump chicago favoritdiscuss new york best hotelgave state union address listen theapprentic trump
3162,"[[[0.10621015 0.47977778 0.38466667 0.46688889]
  [0.15518926 0.48558333 0.38641667 0.47633333]
  [0.03478158 0.22111111 0.16244444 0.17844444]
  [0.0570038  0.18833333 0.26711111 0.24411111]
  [0.15065459 0.67138889 0.5185     0.61388889]
  [0.13954348 0.59422222 0.44066667 0.56566667]
  [0.17374508 0.54946296 0.51640741 0.62161111]
  [0.18287207 0.65851852 0.53888889 0.67027778]]]","[0.10621015 0.47977778 0.38466667 0.46688889 0.15518926 0.48558333
 0.38641667 0.47633333 0.03478158 0.22111111 0.16244444 0.17844444
 0.0570038  0.18833333 0.26711111 0.24411111 0.15065459 0.67138889
 0.5185     0.61388889 0.13954348 0.59422222 0.44066667 0.56566667
 0.17374508 0.54946296 0.51640741 0.62161111 0.18287207 0.65851852
 0.53888889 0.67027778]",read art deal 4th time 18 year motiv educ differ way timeentrepreneur american icon definit get vote 2016 thankmr trump run presid votegoodadvicein4word vote presidentrepreneur problem mind exercis enjoy challengpleas hurri amp run votewait play trump nation real treat see donald trump today topnotch thankmr trump govern implod america need strong honest leadership pl throw hat ringblue monster trump nation doral reciev rave review player architectur critic follow cadillac wgc thank
3170,"[[[0.09295633 0.4328     0.40096667 0.49713333]
  [0.22143561 0.77385833 0.540055   0.71851   ]
  [0.02934783 0.1573     0.0646     0.1195    ]
  [0.0384058  0.13195    0.16718333 0.18145   ]
  [0.19957261 0.79128809 0.53794881 0.71964286]
  [0.08370822 0.5003     0.3664     0.5042    ]
  [0.16458872 0.61196667 0.468425   0.59939167]
  [0.16998488 0.68575    0.448445   0.61754   ]]]","[0.09295633 0.4328     0.40096667 0.49713333 0.22143561 0.77385833
 0.540055   0.71851    0.02934783 0.1573     0.0646     0.1195
 0.0384058  0.13195    0.16718333 0.18145    0.19957261 0.79128809
 0.53794881 0.71964286 0.08370822 0.5003     0.3664     0.5042
 0.16458872 0.61196667 0.468425   0.59939167 0.16998488 0.68575
 0.448445   0.61754   ]",vote next elect run absolut vote donaldtrump best candidgood busi fascin kind art make money art amp work art amp good busi best artandi warholthx rt good book read help start busi art deal mida touchcours stood tall last week proud mani place stand big boyq go run presid votedonald presid trump triumph trumpforpresid 03 07 2015 02 00 08 47 84 fals 574026715023933442 twitter web client golf game respect sportsmanship respect tradit rule jack nicklau 03 06 2015 20 12 55 88 162 fals 573939334006571008 twitter web client tip take 5 stroke anyon golf game call eras arnold palmer 03 06 2015 18 34 58 132 192 fals 573914684434300929 twitter web client harder work luckier get gari player 03 06 2015 17 31 37 440 419 fals 573898744632115202 twitter web client loquita break real estat invest love know busi great good lucksomeon like success much deserv shot presid need anoth mediocr politiciantrump presid vote long time ago 2016rodolfo rosa moya owe lot money mexico never host miss univers pageanthope mexican judg honest mexican businessmen use court system avoid pay money owe
3171,"[[[0.04166667 0.00979167 0.03879167 0.02829167]
  [0.09722222 0.08158333 0.071375   0.08020833]
  [0.04166667 0.017      0.01529167 0.01516667]
  [0.02083333 0.023625   0.01779167 0.02470833]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.17361111 0.13333333 0.14916667 0.18708333]
  [0.25       0.20141667 0.14291667 0.19708333]]]","[0.04166667 0.00979167 0.03879167 0.02829167 0.09722222 0.08158333
 0.071375   0.08020833 0.04166667 0.017      0.01529167 0.01516667
 0.02083333 0.023625   0.01779167 0.02470833 0.         0.
 0.         0.         0.         0.         0.         0.
 0.17361111 0.13333333 0.14916667 0.18708333 0.25       0.20141667
 0.14291667 0.19708333]",happi announc held year followinsid trump tower nyc beauti build thankjean georg alway fantast real pleasur wonder build thanktrump intern hotel amp tower new york receiv great acclaim signatur restaur jean georgunit state america need real man oval offic mr donald trump america readi letentrepreneur rememb golden rule negoti gold make ruleentrepreneur cover base know everythentrepreneur keep open mind busi creativ endeavorcours look magnific thankpresid unit state sound like trumpforpresid7 00 5 minutextraordinario concierto en doral con great concert mayorluigiboriatoday final round wgc cadillac championship amaz lot pressur leader play great big name huntdonald trump presidrun presid 2016 gut live tvalso want hit new cours ferri point open view beatdonald pleas run presid countri needqualiti fan bro 63 go donaldyour one get countri back donald trump 2016 03 06 2015 08 15 02 9 32 fals 573758673840959488 twitter android donald trump ferri point golf cours accept tee time economiwell half mexico see event usaneed washington got dope run show side isl true 03 06 2015 00 36 25 21 73 fals 573643259358089217 twitter android ever chang promisringl brother phase eleph ifor one never go probabl use anim right stuff reduc costeveri sport evolv everi sport get bigger athlet keep tiger wooddespit mexico interest host miss univers pageant rodolfo rosa moya never happenwow
3172,"[[[0.03125    0.0389375  0.0949375  0.08725   ]
  [0.3046875  0.67404583 0.48077083 0.63055833]
  [0.         0.         0.         0.        ]
  [0.05625    0.09370833 0.17760417 0.17447917]
  [0.19270833 0.60499375 0.37725    0.4951    ]
  [0.046875   0.0399375  0.06953125 0.06784375]
  [0.16979167 0.454      0.335625   0.47478125]
  [0.1984375  0.52885417 0.31978125 0.48616667]]]","[0.03125    0.0389375  0.0949375  0.08725    0.3046875  0.67404583
 0.48077083 0.63055833 0.         0.         0.         0.
 0.05625    0.09370833 0.17760417 0.17447917 0.19270833 0.60499375
 0.37725    0.4951     0.046875   0.0399375  0.06953125 0.06784375
 0.16979167 0.454      0.335625   0.47478125 0.1984375  0.52885417
 0.31978125 0.48616667]",invest knowledg pay best interest benjamin franklinsheer persist differ success failur donald trumprealli appreci tip start busi go gold thank great good luckburkecr advic give youngster look get real estat develop sector know territoriblue monster sensat weekend realli tough player amp critic alik lovethank nice comment trump nation doral long fan even bigger fangood monday morn room beauti trump ocean club panama great great hotelglad great start week keep go run presid needdonald trump speak listen like real presid trumpforpresid 03 09 2015 13 17 41 7 40 fals 574922002374524928 twitter android way start week lovethink speak right mind folk say realli hope run presidsave us hope trump20162016 presid unit state america god bless god speed pray countri 03 06 2015 03 18 07 29 77 fals 573683954244534272 twitter android us golf team need think outsid box hire captain best cours owner ever thankmexico court system corrupt want noth mexico build impenetr wall stop rip umark great player abil come back great champion come back defeat sam sneadplace ball right posit next shot eighti percent win golf ben hoganproperti cours look spectacular trumpworthi thank
3180,"[[[0.07270408 0.13828571 0.27657143 0.19767857]
  [0.21930272 0.71036309 0.43748214 0.54089286]
  [0.03214286 0.04207143 0.12542857 0.06792857]
  [0.05198413 0.12485714 0.23535714 0.19642857]
  [0.1752551  0.58167857 0.37458929 0.44730357]
  [0.06853741 0.1195     0.22364286 0.15771429]
  [0.20005669 0.64246429 0.55860714 0.69785714]
  [0.18001701 0.60005357 0.35028571 0.47276786]]]","[0.07270408 0.13828571 0.27657143 0.19767857 0.21930272 0.71036309
 0.43748214 0.54089286 0.03214286 0.04207143 0.12542857 0.06792857
 0.05198413 0.12485714 0.23535714 0.19642857 0.1752551  0.58167857
 0.37458929 0.44730357 0.06853741 0.1195     0.22364286 0.15771429
 0.20005669 0.64246429 0.55860714 0.69785714 0.18001701 0.60005357
 0.35028571 0.47276786]",way better way start 10th wed anniversari 03 05 2015 13 13 18 6 40 fals 573471346241368065 twitter android congrat great time god bless hole onetrump nation doral big crowd weekend wgc blue monster readi world top fifti playerb coupl hour wait see place look like 03 05 2015 11 58 12 8 13 fals 573452447634591744 twitter android cpac th crystal ball see th futur true conserv candid sore miss none measur totrumpcandid discuss us trade imbal countri import 03 05 2015 02 59 17 22 50 fals 573316826815459329 twitter web client object golf win play like gentleman win phil mickelson 03 04 2015 21 05 21 184 299 fals 573227753765404672 twitter web client concentr fine antidot anxieti jack nicklau 03 04 2015 20 52 21 154 210 fals 573224483730792448 twitter web client road success alway construct arnold palmer 03 04 2015 20 49 29 377 373 fals 573223760070746112 twitter web client creat success failur cours primarili thought gari player 03 04 2015 20 49 00 164 175 fals 573223638591143936 twitter web client arriv start tomorrow 18 09 09 26 50 fals 573183412493787136 twitter web client friend great boost event 16 33 11 20 39 fals 573159262911922176 twitter android legend wall bathroom trump doral refurb sensat great venusay would love donald run make feel pride glimps reagan 03 04 2015 05 04 58 28 80 fals 572986064819920896 twitter web client great post bud entrepreneur appreci quot great work hard good luckentrepreneur tough smart person take thing person good busivia donald trump slam liber dishonest press go start name namevia donald trump scold republican toughenvia donald trump fun fix u unless put right person whvia trump hire lewandowski presidenti run eye fitn makeamericagreatagainvia trump say seriou 2016 bid hire staff delay tv gigwant say love us celebr apprentic bbc1 uk great show celebr 02 25 2015 12 46 38 5 20 fals 570565535244656641 twitter blackberri good chanc trump run presid via mediavia major coup donald trump pick top iowa grassroot oper potenti 2016 campaignmexican legal system corrupt much mexico pay money owe stop send crimin border
3181,"[[[0.         0.         0.         0.        ]
  [0.09090909 0.06445455 0.05740909 0.0625    ]
  [0.         0.         0.         0.        ]
  [0.02272727 0.02413636 0.01572727 0.01922727]
  [0.         0.         0.         0.        ]
  [0.         0.         0.         0.        ]
  [0.45454545 0.29090909 0.32545455 0.40818182]
  [0.06818182 0.06313636 0.04468182 0.06004545]]]","[0.         0.         0.         0.         0.09090909 0.06445455
 0.05740909 0.0625     0.         0.         0.         0.
 0.02272727 0.02413636 0.01572727 0.01922727 0.         0.
 0.         0.         0.         0.         0.         0.
 0.45454545 0.29090909 0.32545455 0.40818182 0.06818182 0.06313636
 0.04468182 0.06004545]",presidmr trump epitomi class thankentrepreneur ever think done alreadi done best limitentrepreneur follow instinct keep focu intact alon know realli want goentrepreneur keep momentum without momentum lot great idea go nowherentrepreneur keep big pictur mind alway opportun amp possibl think small negat lotvia donald trump want run presid badlivia q amp ivanka trump busi golf amp championshipvia trump one beat hillarivia trump set aggress tone insist seriou run potuexclus ask donald trump job would offer isisure watch cpac2015 speech intro q ampvia donald trump speech cpacvia donald trump exec amnesti make illeg immigr wors everinterview w melani batley via newsmaxtbt cast goodfellatrump int l hotel washington c icon old post offic build one world great hotelmani peopl angri comment mexico face mexico total rip us politician dummiput trump fenc us favor great ideaeven news broadcast must stop talk weather bore mani topiccould fix tv talk show poorli tremend talent wait tap nobodi seeput glamour beauti amp mysteri back oscar rate zoom also amp importantli oscar need credibl
3182,"[[[0.01785714 0.03278571 0.04121429 0.03428571]
  [0.2797619  0.63989286 0.40246429 0.53246429]
  [0.         0.         0.         0.        ]
  [0.04166667 0.03721429 0.08721429 0.06392857]
  [0.13095238 0.39292857 0.22528571 0.32639286]
  [0.02380952 0.00442857 0.046      0.02964286]
  [0.32738095 0.54096429 0.48582143 0.63010714]
  [0.17857143 0.32426191 0.19230952 0.29541667]]]","[0.01785714 0.03278571 0.04121429 0.03428571 0.2797619  0.63989286
 0.40246429 0.53246429 0.         0.         0.         0.
 0.04166667 0.03721429 0.08721429 0.06392857 0.13095238 0.39292857
 0.22528571 0.32639286 0.02380952 0.00442857 0.046      0.02964286
 0.32738095 0.54096429 0.48582143 0.63010714 0.17857143 0.32426191
 0.19230952 0.29541667]",look compar everi 2016 candid give hope trump2016creat success failur cours primarili thought gari player50 world top 50 player trump nation doral thursday sunday cadillac world golf championshipthink run instead jeb need real candid leadertrump intern hotel amp tower vancouv fantast addit spectacular citientrepreneur pay attent cost effect way protectentrepreneur look solut problem learn focu give resultvia trump slam bush see win see waydonald trump readi end white hous run via viavia realtim donald trump weigh 2016 run cpac2015via trump obama one worst thing ever happen israeltrump run presid need obama accomplish noth know mr trump know get stuff done 02 25 2015 02 46 15 58 122 fals 570414440954372096 twitter android classictrump intern golf link hotel ireland locat atlant ocean counti clare spectaculartrump nation golf club lo angel situat palo verd peninsula overlook pacif ocean
3190,"[[[0.02222222 0.01388889 0.06944444 0.04144444]
  [0.20339506 0.63975926 0.4287037  0.48335185]
  [0.05       0.02666667 0.13333333 0.06155556]
  [0.10092593 0.20611111 0.273      0.291     ]
  [0.19259259 0.68168519 0.44498148 0.50051852]
  [0.05555556 0.05548148 0.09133333 0.04674074]
  [0.11234568 0.50977778 0.367      0.36911111]
  [0.26296296 0.78988889 0.54012963 0.6757963 ]]]","[0.02222222 0.01388889 0.06944444 0.04144444 0.20339506 0.63975926
 0.4287037  0.48335185 0.05       0.02666667 0.13333333 0.06155556
 0.10092593 0.20611111 0.273      0.291      0.19259259 0.68168519
 0.44498148 0.50051852 0.05555556 0.05548148 0.09133333 0.04674074
 0.11234568 0.50977778 0.367      0.36911111 0.26296296 0.78988889
 0.54012963 0.6757963 ]",told everybodi oscar good nielsen rate confirm one lowest rate historitotal joke amp laugh stock journal gross arianna huffington report facttold oscar terribl bad look bad talent among lowest rate show historilook forward hear thought crazi scari world live god blesslove way speak truth regardless much respect man hero thankgo citadel tonight get nathan hale patriot award nicetwo canadian coast guard ship sent rescu u freighter stuck ice globalwarmreceiv algemein liberti award great honorfire hire trumpforpresid
3191,"[[[0.01515152 0.00221212 0.02375758 0.01306061]
  [0.22727273 0.14139394 0.09495455 0.11756061]
  [0.01515152 0.00221212 0.02375758 0.01306061]
  [0.06060606 0.04006061 0.04078788 0.04109091]
  [0.03030303 0.03030303 0.01572727 0.02039394]
  [0.06060606 0.02621212 0.04524242 0.02918182]
  [0.06060606 0.03878788 0.04339394 0.05442424]
  [0.16666667 0.11843939 0.07337879 0.11960606]]]","[0.01515152 0.00221212 0.02375758 0.01306061 0.22727273 0.14139394
 0.09495455 0.11756061 0.01515152 0.00221212 0.02375758 0.01306061
 0.06060606 0.04006061 0.04078788 0.04109091 0.03030303 0.03030303
 0.01572727 0.02039394 0.06060606 0.02621212 0.04524242 0.02918182
 0.06060606 0.03878788 0.04339394 0.05442424 0.16666667 0.11843939
 0.07337879 0.11960606]",oscar great night mexico amp rip us almost nationtalk u iran go forev world longest negoti obama idea incompetoscar learn lot miss univers pageant truerun round ail morn go great chang finish thankentrepreneur keep focu keep momentum believ one els eitherentrepreneur review work habit make sure take right direct becom complacdonald got musket viatrump host oscarint south carolina cadet 757 discuss 2016wait see cpac wish segment 5 minut longer though monday morn foxandfriendwould love chill talk life man geniu thankvsu turn wait see cpac2015 greatgreat morn coffe morn get much better foxandfriendwant hear announc go run pleaswatch foxandfriend run donald runrun damngerald thank watch great job heatheralway pointoscar sad joke much like presid mani thing wrongworst graphic stage backdrop ever oscar show terribl realli borethink anyway think big power quoteofthedaydefi belgian japanes produc someth like make exceptionalist plead guiltidonald trump promis world class crandon park golf cours viavia bill van smith reminisc amid honorsign readirun babi run needman get us troubl spread word run 02 21 2015 04 53 17 12 50 fals 568996858686779392 twitter android gladli volunt campaign area pleas run votefortrump trumpforpresidthank sir word inspir entrepreneur pleasur work hardentrepreneur identifi goal know precis want achiev vision stickentrepreneur difficulti mistak amp setback inevit part busi amp life rememb keep equilibrium intactfeatur mornpeopl us want presid realli nice votefortrumppleas pleas pleas run presid beg
3192,"[[[0.10813492 0.34775    0.4386875  0.462     ]
  [0.18551587 0.68645833 0.60566667 0.69841667]
  [0.02777778 0.0405     0.19025    0.124     ]
  [0.09126984 0.163375   0.3363125  0.277125  ]
  [0.1468254  0.66975    0.52575    0.620875  ]
  [0.12996032 0.33925    0.52075    0.500375  ]
  [0.16765873 0.61825    0.6295     0.68708333]
  [0.14285714 0.55197917 0.43725    0.57533333]]]","[0.10813492 0.34775    0.4386875  0.462      0.18551587 0.68645833
 0.60566667 0.69841667 0.02777778 0.0405     0.19025    0.124
 0.09126984 0.163375   0.3363125  0.277125   0.1468254  0.66975
 0.52575    0.620875   0.12996032 0.33925    0.52075    0.500375
 0.16765873 0.61825    0.6295     0.68708333 0.14285714 0.55197917
 0.43725    0.57533333]",lawsuit mexico corrupt court system far collect busi mexicoentrepreneur identifi goal see day opportun show highest levelnice job morn foxabdfriend vote walkerever happen good old day academi award show insult past plain badwould vote donald trump true american understand busi stand american peopl 02 22 2015 00 26 32 51 108 fals 569292118063255552 twitter android obamalovesamerica like rosi donnel love donald trump interestplan vote 2016 need econom success countri know providentrepreneur winner see problem anoth way prove rememb focu solut problemkhalil7 got vote 2016 votefortrump
3200,"[[[0.04040404 0.13518182 0.17118182 0.18045455]
  [0.27496392 0.79736364 0.60531818 0.74727273]
  [0.         0.         0.         0.        ]
  [0.05353535 0.12345455 0.11386364 0.11927273]
  [0.26955267 0.88209091 0.69272727 0.826     ]
  [0.03823954 0.09754545 0.15954545 0.14218182]
  [0.15995671 0.61936364 0.48881818 0.60472727]
  [0.16334776 0.63472727 0.52872727 0.63581818]]]","[0.04040404 0.13518182 0.17118182 0.18045455 0.27496392 0.79736364
 0.60531818 0.74727273 0.         0.         0.         0.
 0.05353535 0.12345455 0.11386364 0.11927273 0.26955267 0.88209091
 0.69272727 0.826      0.03823954 0.09754545 0.15954545 0.14218182
 0.15995671 0.61936364 0.48881818 0.60472727 0.16334776 0.63472727
 0.52872727 0.63581818]",matter give time far valuabl give money trump16winner best show 139th miss p visit todayentrepreneur ignor bliss fatal costli pay attent get crush watch listen learnwatch rerun apprentic absolut love brilliantpresid obama negoti fail checker player play grand master chess champion sad watchwinner best show westminst kennel club show miss p come offic mornran presid vote heartbeathero america hero thankmedia geraldo trump would make us success capitalist entiticelebapprentic celbrityapprentic love choic winner season awesom job xoxoeven admit nice joy work 02 17 2015 14 32 55 10 19 fals 567693175985557504 twitter android dali happi 4 leeza hope win along
3201,"[[[0.      0.      0.      0.     ]
  [0.04    0.02168 0.01136 0.0138 ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.      0.      0.      0.     ]
  [0.12    0.06368 0.09416 0.10184]
  [0.2     0.14968 0.1306  0.15528]]]","[0.      0.      0.      0.      0.04    0.02168 0.01136 0.0138  0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.12    0.06368 0.09416
 0.10184 0.2     0.14968 0.1306  0.15528]",look forward welcomriver beauti touch tribut ahhh missviagov scott walker left offic realli wonder talk interestcongrat trumpcollect trumpchicago jame beard semifinalist viaentrepreneur often advantag underestimcountri readi true leader leader agrelook forward honor patriot dinner charleston sc sundayvia media cathi burk donald trump 2016 bid scale 1 10 much fivejoint int recap amp discuss 2016 electgreat irish link challeng ireland amp lahinch golf club come june miss doonbegrun presidrae mom leav alon want cutedonald thank rais million chariti showdonald trump geraldo rivera recap celebr apprentic look back excit seasoncongratulgo work smart think posit win quotchannel morn studio 1aexcit anoth season theapprenticlook forward celebapprentic season 15 favorit showthank amaz tribut mom river beyond touch xx celebrityapprenticjusr arriv studio place go wild live 8 p celebrityapprenticneed presid thankneed presidcoincid final presid day trump2016
